pomId,groupId,artifactId,scope,
commons-logging:commons-logging:jar:1.1.3,junit,junit,test,
commons-logging:commons-logging:jar:1.1.3,log4j,log4j,null,
commons-logging:commons-logging:jar:1.1.3,logkit,logkit,null,
commons-logging:commons-logging:jar:1.1.3,avalon-framework,avalon-framework,null,
commons-logging:commons-logging:jar:1.1.3,javax.servlet,servlet-api,provided,
[inherited]:httpcore:jar:[inherited],junit,junit,test,
[inherited]:httpcore:jar:[inherited],org.mockito,mockito-core,test,
[inherited]:httpcore:jar:[inherited],commons-logging,commons-logging,test,
org.apache.commons:commons-vfs2:jar:2.0,commons-logging,commons-logging,null,
org.apache.commons:commons-vfs2:jar:2.0,ant,ant,null,
org.apache.commons:commons-vfs2:jar:2.0,commons-net,commons-net,null,
org.apache.commons:commons-vfs2:jar:2.0,org.apache.commons,commons-compress,test,
org.apache.commons:commons-vfs2:jar:2.0,commons-collections,commons-collections,null,
org.apache.commons:commons-vfs2:jar:2.0,commons-httpclient,commons-httpclient,null,
org.apache.commons:commons-vfs2:jar:2.0,org.apache.jackrabbit,jackrabbit-webdav,null,
org.apache.commons:commons-vfs2:jar:2.0,com.jcraft,jsch,null,
org.apache.commons:commons-vfs2:jar:2.0,junit,junit,test,
commons-el:commons-el:jar:1.0,servletapi,servletapi,provided,
commons-el:commons-el:jar:1.0,jspapi,jsp-api,provided,
commons-el:commons-el:jar:1.0,commons-logging,commons-logging,null,
org.slf4j:log4j-over-slf4j:jar:[inherited],org.slf4j,slf4j-api,null,
org.slf4j:log4j-over-slf4j:jar:[inherited],org.slf4j,slf4j-jdk14,test,
[inherited]:guice:jar:[inherited],javax.inject,javax.inject,null,
[inherited]:guice:jar:[inherited],aopalliance,aopalliance,null,
[inherited]:guice:jar:[inherited],org.sonatype.sisu.inject,cglib,null,
[inherited]:guice:jar:[inherited],javax.inject,javax.inject-tck,test,
[inherited]:guice:jar:[inherited],org.springframework,spring-beans,test,
[inherited]:guice:jar:[inherited],biz.aQute,bnd,test,
[inherited]:guice:jar:[inherited],org.apache.felix,org.apache.felix.framework,test,
commons-codec:commons-codec:jar:1.7,junit,junit,test,
[inherited]:api-asn1-api:bundle:[inherited],org.apache.directory.junit,junit-addons,test,
[inherited]:api-asn1-api:bundle:[inherited],${project.groupId},api-i18n,null,
xalan:xalan:jar:2.7.1,xalan,serializer,null,
xalan:xalan:jar:2.7.1,xerces,xercesImpl,null,
org.springframework:spring-aop:jar:4.1.5.RELEASE,aopalliance,aopalliance,compile,
org.springframework:spring-aop:jar:4.1.5.RELEASE,com.jamonapi,jamon,compile,
org.springframework:spring-aop:jar:4.1.5.RELEASE,commons-pool,commons-pool,compile,
org.springframework:spring-aop:jar:4.1.5.RELEASE,org.aspectj,aspectjweaver,compile,
org.springframework:spring-aop:jar:4.1.5.RELEASE,org.springframework,spring-beans,compile,
org.springframework:spring-aop:jar:4.1.5.RELEASE,org.springframework,spring-core,compile,
[inherited]:doxia-core:jar:[inherited],org.apache.maven.doxia,doxia-sink-api,null,
[inherited]:doxia-core:jar:[inherited],org.codehaus.plexus,plexus-utils,null,
[inherited]:doxia-core:jar:[inherited],org.codehaus.plexus,plexus-container-default,null,
[inherited]:maven-common-artifact-filters:jar:1.2,org.apache.maven,maven-artifact,null,
[inherited]:maven-common-artifact-filters:jar:1.2,org.apache.maven,maven-model,null,
[inherited]:maven-common-artifact-filters:jar:1.2,org.apache.maven,maven-project,null,
[inherited]:maven-common-artifact-filters:jar:1.2,org.apache.maven,maven-plugin-api,null,
[inherited]:maven-common-artifact-filters:jar:1.2,org.codehaus.plexus,plexus-container-default,null,
[inherited]:maven-common-artifact-filters:jar:1.2,org.codehaus.plexus,plexus-utils,null,
[inherited]:maven-common-artifact-filters:jar:1.2,junit,junit,test,
[inherited]:maven-common-artifact-filters:jar:1.2,org.apache.maven.shared,maven-test-tools,test,
[inherited]:maven-common-artifact-filters:jar:1.2,easymock,easymock,test,
[inherited]:maven-common-artifact-filters:jar:1.2,org.apache.maven.shared,maven-plugin-testing-harness,null,
commons-io:commons-io:jar:2.4,junit,junit,test,
[inherited]:doxia-module-xdoc:jar:[inherited],org.codehaus.plexus,plexus-utils,null,
org.slf4j:jcl-over-slf4j:jar:[inherited],org.slf4j,slf4j-api,null,
org.slf4j:jcl-over-slf4j:jar:[inherited],org.slf4j,slf4j-jdk14,test,
[inherited]:plexus-velocity:jar:1.1.7,org.codehaus.plexus,plexus-container-default,null,
[inherited]:plexus-velocity:jar:1.1.7,commons-collections,commons-collections,null,
[inherited]:plexus-velocity:jar:1.1.7,velocity,velocity,null,
[inherited]:logback-classic:jar:[inherited],ch.qos.logback,logback-core,compile,
[inherited]:logback-classic:jar:[inherited],org.slf4j,slf4j-api,compile,
[inherited]:logback-classic:jar:[inherited],org.slf4j,slf4j-ext,test,
[inherited]:logback-classic:jar:[inherited],org.slf4j,slf4j-api,test,
[inherited]:logback-classic:jar:[inherited],org.slf4j,log4j-over-slf4j,test,
[inherited]:logback-classic:jar:[inherited],org.slf4j,jul-to-slf4j,test,
[inherited]:logback-classic:jar:[inherited],dom4j,dom4j,test,
[inherited]:logback-classic:jar:[inherited],hsqldb,hsqldb,test,
[inherited]:logback-classic:jar:[inherited],com.h2database,h2,test,
[inherited]:logback-classic:jar:[inherited],postgresql,postgresql,test,
[inherited]:logback-classic:jar:[inherited],mysql,mysql-connector-java,test,
[inherited]:logback-classic:jar:[inherited],javax.mail,mail,compile,
[inherited]:logback-classic:jar:[inherited],org.codehaus.janino,janino,compile,
[inherited]:logback-classic:jar:[inherited],org.codehaus.groovy,groovy-all,compile,
[inherited]:logback-classic:jar:[inherited],ch.qos.logback,logback-core,test,
[inherited]:logback-classic:jar:[inherited],org.slf4j,integration,test,
[inherited]:logback-classic:jar:[inherited],org.apache.geronimo.specs,geronimo-jms_1.1_spec,compile,
[inherited]:logback-classic:jar:[inherited],javax.servlet,servlet-api,compile,
[inherited]:logback-classic:jar:[inherited],com.icegreen,greenmail,test,
[inherited]:logback-classic:jar:[inherited],org.subethamail,subethasmtp,test,
[inherited]:logback-classic:jar:[inherited],org.apache.felix,org.apache.felix.main,test,
commons-io:commons-io:jar:2.1,junit,junit,test,
org.apache.commons:commons-math3:jar:3.1.1,junit,junit,test,
[inherited]:org.apache.felix.utils:jar:1.8.0,org.osgi,org.osgi.core,null,
[inherited]:org.apache.felix.utils:jar:1.8.0,org.osgi,org.osgi.compendium,null,
[inherited]:httpclient:jar:[inherited],org.apache.httpcomponents,httpcore,null,
[inherited]:httpclient:jar:[inherited],commons-logging,commons-logging,null,
[inherited]:httpclient:jar:[inherited],commons-codec,commons-codec,null,
[inherited]:httpclient:jar:[inherited],junit,junit,test,
org.apache.commons:commons-compress:jar:1.4.1,junit,junit,test,
org.apache.commons:commons-compress:jar:1.4.1,org.tukaani,xz,null,
com.jcraft:jsch:jar:0.1.42,com.jcraft,jzlib,null,
com.github.stephenc.findbugs:findbugs-annotations:jar:1.3.9-1,com.google.code.findbugs,jsr305,null,
com.github.stephenc.findbugs:findbugs-annotations:jar:1.3.9-1,junit,junit,test,
junit:junit:jar:4.12,org.hamcrest,hamcrest-core,null,
[inherited]:wagon-provider-api:jar:1.0-beta-2,org.codehaus.plexus,plexus-utils,null,
org.apache.commons:commons-compress:jar:1.5,junit,junit,test,
org.apache.commons:commons-compress:jar:1.5,org.tukaani,xz,null,
[inherited]:plexus-i18n:jar:1.0-beta-7,org.codehaus.plexus,plexus-utils,null,
commons-digester:commons-digester:jar:1.6,commons-beanutils,commons-beanutils,null,
commons-digester:commons-digester:jar:1.6,commons-logging,commons-logging,null,
commons-digester:commons-digester:jar:1.6,commons-collections,commons-collections,null,
commons-digester:commons-digester:jar:1.6,xml-apis,xml-apis,null,
commons-digester:commons-digester:jar:1.6,junit,junit,test,
commons-logging:commons-logging:jar:1.2,junit,junit,test,
commons-logging:commons-logging:jar:1.2,log4j,log4j,null,
commons-logging:commons-logging:jar:1.2,logkit,logkit,null,
commons-logging:commons-logging:jar:1.2,avalon-framework,avalon-framework,null,
commons-logging:commons-logging:jar:1.2,javax.servlet,servlet-api,provided,
org.glassfish.hk2:osgi-resource-locator:jar:1.0.1,org.osgi,org.osgi.core,provided,
org.glassfish.hk2:osgi-resource-locator:jar:1.0.1,org.osgi,org.osgi.compendium,provided,
com.sun.xml.bind:jaxb-core:jar:[inherited],org.glassfish.jaxb,jaxb-core,null,
com.sun.xml.bind:jaxb-core:jar:[inherited],org.glassfish.jaxb,txw2,null,
com.sun.xml.bind:jaxb-core:jar:[inherited],junit,junit,test,
com.sun.xml.bind:jaxb-core:jar:[inherited],org.osgi,org.osgi.core,test,
com.sun.xml.bind:jaxb-core:jar:[inherited],org.glassfish.hk2.external,javax.inject,test,
com.sun.xml.bind:jaxb-core:jar:[inherited],org.ops4j.pax.exam,pax-exam-container-paxrunner,test,
com.sun.xml.bind:jaxb-core:jar:[inherited],org.ops4j.base,ops4j-base-store,test,
com.sun.xml.bind:jaxb-core:jar:[inherited],org.ops4j.pax.runner,pax-runner-no-jcl,test,
com.sun.xml.bind:jaxb-core:jar:[inherited],org.ops4j.pax.exam,pax-exam-junit4,test,
com.sun.xml.bind:jaxb-core:jar:[inherited],org.ops4j.pax.exam,pax-exam-link-mvn,test,
com.sun.xml.bind:jaxb-core:jar:[inherited],ch.qos.logback,logback-core,test,
com.sun.xml.bind:jaxb-core:jar:[inherited],ch.qos.logback,logback-classic,test,
org.yaml:snakeyaml:bundle:1.14,junit,junit,test,
org.yaml:snakeyaml:bundle:1.14,org.springframework,spring,test,
org.yaml:snakeyaml:bundle:1.14,org.apache.velocity,velocity,test,
org.yaml:snakeyaml:bundle:1.14,joda-time,joda-time,test,
[inherited]:multiverse-core:jar:[inherited],junit,junit,test,
[inherited]:multiverse-core:jar:[inherited],org.mockito,mockito-all,test,
com.fasterxml.jackson.core:jackson-core:jar:2.2.3,junit,junit,test,
org.apache.activemq.protobuf:activemq-protobuf:maven-plugin:1.1,org.apache.maven,maven-plugin-api,null,
org.apache.activemq.protobuf:activemq-protobuf:maven-plugin:1.1,org.apache.maven,maven-project,null,
org.apache.activemq.protobuf:activemq-protobuf:maven-plugin:1.1,junit,junit,test,
[inherited]:wagon-provider-api:jar:[inherited],org.codehaus.plexus,plexus-utils,null,
[inherited]:wagon-provider-api:jar:[inherited],easymock,easymock,test,
org.ops4j.pax.swissbox:pax-swissbox-core:bundle:1.5.1,org.ops4j.pax.swissbox,pax-swissbox-lifecycle,null,
org.ops4j.pax.swissbox:pax-swissbox-core:bundle:1.5.1,org.ops4j.base,ops4j-base-lang,null,
[inherited]:wagon-http-lightweight:jar:[inherited],${project.groupId},wagon-http-shared,null,
ant:ant:jar:1.6.5,xerces,xercesImpl,null,
ant:ant:jar:1.6.5,xml-apis,xml-apis,null,
[inherited]:wagon-provider-api:jar:[inherited],org.codehaus.plexus,plexus-utils,null,
[inherited]:wagon-provider-api:jar:[inherited],easymock,easymock,test,
com.github.jnr:jnr-enxio:jar:0.12,junit,junit,test,
com.github.jnr:jnr-enxio:jar:0.12,com.github.jnr,jnr-constants,null,
com.github.jnr:jnr-enxio:jar:0.12,com.github.jnr,jnr-ffi,null,
com.github.jnr:jnr-unixsocket:jar:0.12,junit,junit,test,
com.github.jnr:jnr-unixsocket:jar:0.12,com.github.jnr,jnr-ffi,compile,
com.github.jnr:jnr-unixsocket:jar:0.12,com.github.jnr,jnr-constants,compile,
com.github.jnr:jnr-unixsocket:jar:0.12,com.github.jnr,jnr-enxio,compile,
com.github.jnr:jnr-unixsocket:jar:0.12,com.github.jnr,jnr-posix,compile,
net.sf.jopt-simple:jopt-simple:jar:4.6,joda-time,joda-time,test,
net.sf.jopt-simple:jopt-simple:jar:4.6,org.apache.ant,ant,test,
net.sf.jopt-simple:jopt-simple:jar:4.6,org.hamcrest,hamcrest-all,test,
net.sf.jopt-simple:jopt-simple:jar:4.6,junit,junit,test,
net.sf.jopt-simple:jopt-simple:jar:4.6,org.infinitest,continuous-testing-toolkit,test,
com.beust:jcommander:jar:1.47,org.testng,testng,test,
org.apache.tiles:tiles-template:jar:[inherited],org.apache.tiles,tiles-api,null,
org.apache.tiles:tiles-template:jar:[inherited],org.slf4j,slf4j-jdk14,null,
org.apache.tiles:tiles-template:jar:[inherited],junit,junit,test,
org.apache.tiles:tiles-template:jar:[inherited],org.easymock,easymock,test,
org.apache.tiles:tiles-template:jar:[inherited],org.easymock,easymockclassextension,test,
[inherited]:tiles-ognl:jar:[inherited],org.apache.tiles,tiles-core,null,
[inherited]:tiles-ognl:jar:[inherited],org.slf4j,slf4j-api,null,
[inherited]:tiles-ognl:jar:[inherited],junit,junit,test,
[inherited]:tiles-ognl:jar:[inherited],org.easymock,easymock,test,
[inherited]:tiles-ognl:jar:[inherited],org.easymock,easymockclassextension,test,
[inherited]:tiles-ognl:jar:[inherited],ognl,ognl,null,
[inherited]:tiles-velocity:jar:[inherited],org.apache.tiles,tiles-servlet,null,
[inherited]:tiles-velocity:jar:[inherited],org.apache.tiles,tiles-template,null,
[inherited]:tiles-velocity:jar:[inherited],org.slf4j,slf4j-api,null,
[inherited]:tiles-velocity:jar:[inherited],javax.servlet,servlet-api,provided,
[inherited]:tiles-velocity:jar:[inherited],org.apache.velocity,velocity-tools,null,
[inherited]:tiles-velocity:jar:[inherited],commons-digester,commons-digester,null,
[inherited]:tiles-velocity:jar:[inherited],junit,junit,test,
[inherited]:tiles-velocity:jar:[inherited],org.easymock,easymock,test,
[inherited]:tiles-velocity:jar:[inherited],org.easymock,easymockclassextension,test,
[inherited]:tiles-velocity:jar:[inherited],org.apache.tiles,tiles-request-velocity,null,
[inherited]:maven-repository-metadata:jar:[inherited],org.codehaus.plexus,plexus-utils,null,
org.slf4j:jcl-over-slf4j:jar:[inherited],org.slf4j,slf4j-nop,provided,
org.apache.ant:ant-junit:jar:1.8.1,org.apache.ant,ant,compile,
org.apache.ant:ant-junit:jar:1.8.1,junit,junit,compile,
org.scala-lang:scala-reflect:jar:2.11.0,org.scala-lang,scala-library,null,
org.apache.ant:ant-testutil:jar:1.8.2,org.apache.ant,ant,compile,
org.apache.ant:ant-testutil:jar:1.8.2,junit,junit,compile,
org.xerial.thirdparty:nestedvm:jar:1.0,junit,junit,test,
[inherited]:asm-commons:jar:[inherited],asm,asm-tree,null,
[inherited]:maven-settings:jar:2.0.4,org.apache.maven,maven-model,null,
[inherited]:maven-settings:jar:2.0.4,org.codehaus.plexus,plexus-utils,null,
[inherited]:maven-settings:jar:2.0.4,org.codehaus.plexus,plexus-container-default,null,
org.apache.maven:maven-model:jar:2.0.4,org.codehaus.plexus,plexus-utils,null,
[inherited]:geronimo-jms_1.1_spec:jar:1.0.1,mockobjects,mockobjects-core,test,
[inherited]:geronimo-jms_1.1_spec:jar:1.0.1,mockobjects,mockobjects-jdk1.4-j2ee1.3,test,
[inherited]:guice-bean-containers:jar:[inherited],javax.inject,javax.inject,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu,sisu-guice,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-bean-reflect,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-bean-inject,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-bean-locators,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-bean-binders,null,
[inherited]:guice-bean-containers:jar:[inherited],org.osgi,org.osgi.core,null,
[inherited]:guice-bean-containers:jar:[inherited],org.osgi,org.osgi.compendium,null,
[inherited]:guice-bean-containers:jar:[inherited],junit,junit,null,
[inherited]:guice-bean-containers:jar:[inherited],org.testng,testng,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-assistedinject,test,
[inherited]:jul-to-slf4j:jar:[inherited],org.slf4j,slf4j-api,null,
[inherited]:jul-to-slf4j:jar:[inherited],org.slf4j,slf4j-log4j12,test,
[inherited]:guice-bean-converters:jar:[inherited],org.sonatype.sisu,sisu-guice,null,
[inherited]:guice-bean-converters:jar:[inherited],org.sonatype.sisu.inject,guice-bean-reflect,null,
org.pegdown:pegdown:jar:1.0.2,org.parboiled,parboiled-core,null,
org.pegdown:pegdown:jar:1.0.2,org.parboiled,parboiled-java,null,
org.pegdown:pegdown:jar:1.0.2,net.sf.jtidy,jtidy,test,
org.pegdown:pegdown:jar:1.0.2,org.testng,testng,test,
[inherited]:maven-artifact:jar:[inherited],org.codehaus.plexus,plexus-utils,null,
[inherited]:maven-artifact:jar:[inherited],org.codehaus.plexus,plexus-container-default,test,
[inherited]:maven-project:jar:[inherited],org.apache.maven,maven-settings,null,
[inherited]:maven-project:jar:[inherited],org.apache.maven,maven-artifact-test,test,
[inherited]:maven-project:jar:[inherited],org.apache.maven,maven-profile,null,
[inherited]:maven-project:jar:[inherited],org.apache.maven,maven-model,null,
[inherited]:maven-project:jar:[inherited],org.apache.maven,maven-artifact-manager,null,
[inherited]:maven-project:jar:[inherited],org.apache.maven,maven-plugin-registry,null,
[inherited]:maven-project:jar:[inherited],org.codehaus.plexus,plexus-interpolation,null,
[inherited]:maven-project:jar:[inherited],org.codehaus.plexus,plexus-utils,null,
[inherited]:maven-project:jar:[inherited],org.apache.maven,maven-artifact,null,
[inherited]:maven-project:jar:[inherited],org.codehaus.plexus,plexus-container-default,null,
org.jdom:jdom:jar:1.1,xerces,xercesImpl,null,
org.jdom:jdom:jar:1.1,xerces,xmlParserAPIs,null,
org.jdom:jdom:jar:1.1,org.jdom,jaxen-core,null,
org.jdom:jdom:jar:1.1,org.jdom,jaxen-jdom,null,
org.jdom:jdom:jar:1.1,org.jdom,saxpath,null,
org.jdom:jdom:jar:1.1,xalan,xalan,null,
org.jboss.logmanager:jboss-logmanager:jar:1.3.2.Final,org.jboss.modules,jboss-modules,provided,
org.jboss.logmanager:jboss-logmanager:jar:1.3.2.Final,org.testng,testng,test,
[inherited]:guice-bean-containers:jar:[inherited],javax.inject,javax.inject,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu,sisu-guice,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-bean-reflect,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-bean-inject,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-bean-locators,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-bean-binders,null,
[inherited]:guice-bean-containers:jar:[inherited],org.osgi,org.osgi.core,null,
[inherited]:guice-bean-containers:jar:[inherited],org.osgi,org.osgi.compendium,null,
[inherited]:guice-bean-containers:jar:[inherited],junit,junit,null,
[inherited]:guice-bean-containers:jar:[inherited],org.testng,testng,null,
[inherited]:guice-bean-containers:jar:[inherited],org.sonatype.sisu.inject,guice-assistedinject,test,
[inherited]:logback-core:jar:[inherited],janino,janino,compile,
[inherited]:logback-core:jar:[inherited],org.codehaus.groovy,groovy-all,compile,
[inherited]:logback-core:jar:[inherited],javax.mail,mail,compile,
[inherited]:logback-core:jar:[inherited],org.apache.geronimo.specs,geronimo-jms_1.1_spec,compile,
[inherited]:logback-core:jar:[inherited],org.easymock,easymock,test,
[inherited]:logback-core:jar:[inherited],javax.servlet,servlet-api,compile,
[inherited]:logback-core:jar:[inherited],org.scala-lang,scala-library,test,
ch.qos.logback:logback-core:jar:${parent.version},janino,janino,compile,
ch.qos.logback:logback-core:jar:${parent.version},javax.mail,mail,compile,
ch.qos.logback:logback-core:jar:${parent.version},org.apache.geronimo.specs,geronimo-jms_1.1_spec,compile,
ch.qos.logback:logback-core:jar:${parent.version},org.easymock,easymock,test,
ch.qos.logback:logback-core:jar:${parent.version},javax.servlet,servlet-api,compile,
[inherited]:guice-plexus-converters:jar:[inherited],javax.inject,javax.inject,null,
[inherited]:guice-plexus-converters:jar:[inherited],org.sonatype.sisu,sisu-guice,null,
[inherited]:guice-plexus-converters:jar:[inherited],org.sonatype.sisu.inject,guice-bean-reflect,null,
[inherited]:guice-plexus-converters:jar:[inherited],org.sonatype.sisu.inject,guice-plexus-metadata,null,
[inherited]:guice-plexus-converters:jar:[inherited],org.codehaus.plexus,plexus-utils,null,
[inherited]:asm:bundle:1.0.2,junit,junit,test,
[inherited]:asm:bundle:1.0.2,asm,asm,null,
org.simpleframework:simple-xml:jar:2.6.2,junit,junit,test,
org.simpleframework:simple-xml:jar:2.6.2,stax,stax-api,compile,
org.simpleframework:simple-xml:jar:2.6.2,stax,stax,compile,
org.simpleframework:simple-xml:jar:2.6.2,xpp3,xpp3,compile,
[inherited]:guice-plexus-locators:jar:[inherited],javax.inject,javax.inject,null,
[inherited]:guice-plexus-locators:jar:[inherited],org.sonatype.sisu,sisu-guice,null,
[inherited]:guice-plexus-locators:jar:[inherited],org.sonatype.sisu.inject,guice-bean-locators,null,
[inherited]:guice-plexus-locators:jar:[inherited],org.sonatype.sisu.inject,guice-plexus-metadata,null,
[inherited]:guice-plexus-locators:jar:[inherited],org.codehaus.plexus,plexus-classworlds,null,
org.testng:testng:jar:5.14.9,ant,ant,null,
org.testng:testng:jar:5.14.9,junit,junit,null,
org.testng:testng:jar:5.14.9,org.beanshell,bsh,null,
org.testng:testng:jar:5.14.9,com.google.inject,guice,null,
org.testng:testng:jar:5.14.9,com.beust,jcommander,null,
org.testng:testng:jar:5.14.9,org.yaml,snakeyaml,null,
[inherited]:guice-plexus-metadata:jar:[inherited],org.codehaus.plexus,plexus-component-annotations,null,
[inherited]:guice-plexus-metadata:jar:[inherited],org.sonatype.sisu,sisu-guice,null,
[inherited]:guice-plexus-metadata:jar:[inherited],org.sonatype.sisu.inject,guice-bean-reflect,null,
[inherited]:guice-bean-binders:jar:[inherited],aopalliance,aopalliance,null,
[inherited]:guice-bean-binders:jar:[inherited],javax.inject,javax.inject,null,
[inherited]:guice-bean-binders:jar:[inherited],org.sonatype.sisu,sisu-guice,null,
[inherited]:guice-bean-binders:jar:[inherited],org.sonatype.sisu.inject,guice-bean-reflect,null,
[inherited]:guice-bean-binders:jar:[inherited],org.sonatype.sisu.inject,guice-bean-scanners,null,
[inherited]:guice-bean-binders:jar:[inherited],org.sonatype.sisu.inject,guice-bean-converters,null,
[inherited]:guice-bean-binders:jar:[inherited],org.sonatype.sisu.inject,guice-bean-locators,null,
com.github.jnr:jffi:jar:1.2.11,junit,junit,test,
net.sourceforge.cobertura:cobertura:jar:1.9.1,oro,oro,null,
net.sourceforge.cobertura:cobertura:jar:1.9.1,asm,asm,null,
net.sourceforge.cobertura:cobertura:jar:1.9.1,asm,asm-tree,null,
net.sourceforge.cobertura:cobertura:jar:1.9.1,log4j,log4j,null,
net.sourceforge.cobertura:cobertura:jar:1.9.1,org.apache.ant,ant,null,
com.headius:unsafe-mock:jar:8.92.1,junit,junit,test,
org.slf4j:slf4j-jdk14:jar:[inherited],org.slf4j,slf4j-api,null,
org.slf4j:slf4j-jdk14:jar:[inherited],org.slf4j,slf4j-api,test,
[inherited]:guava:bundle:[inherited],com.google.guava,failureaccess,null,
[inherited]:guava:bundle:[inherited],com.google.guava,listenablefuture,null,
[inherited]:guava:bundle:[inherited],com.google.code.findbugs,jsr305,null,
[inherited]:guava:bundle:[inherited],org.checkerframework,checker-qual,null,
[inherited]:guava:bundle:[inherited],com.google.errorprone,error_prone_annotations,null,
[inherited]:guava:bundle:[inherited],com.google.j2objc,j2objc-annotations,null,
org.apache.logging.log4j:log4j-api:jar:2.21.1,org.osgi,org.osgi.core,provided,
[inherited]:byte-buddy:jar:[inherited],net.java.dev.jna,jna,provided,
[inherited]:byte-buddy:jar:[inherited],net.java.dev.jna,jna-platform,provided,
[inherited]:byte-buddy:jar:[inherited],com.google.code.findbugs,findbugs-annotations,provided,
[inherited]:byte-buddy:jar:[inherited],com.google.code.findbugs,jsr305,provided,
[inherited]:maven-invoker:jar:2.1.1,org.codehaus.plexus,plexus-utils,null,
[inherited]:maven-invoker:jar:2.1.1,org.codehaus.plexus,plexus-component-annotations,null,
[inherited]:maven-invoker:jar:2.1.1,junit,junit,test,
com.github.jnr:jnr-constants:jar:0.8.7,junit,junit,test,
org.slf4j:slf4j-log4j12:jar:[inherited],org.slf4j,slf4j-api,null,
org.slf4j:slf4j-log4j12:jar:[inherited],log4j,log4j,null,
[inherited]:jetty-servlet:jar:[inherited],org.eclipse.jetty,jetty-security,null,
[inherited]:jetty-servlet:jar:[inherited],org.eclipse.jetty,jetty-jmx,null,
[inherited]:jetty-servlet:jar:[inherited],org.eclipse.jetty.toolchain,jetty-test-helper,test,
[inherited]:jetty-jsp:jar:[inherited],org.eclipse.jetty.orbit,javax.servlet.jsp,null,
[inherited]:jetty-jsp:jar:[inherited],org.eclipse.jetty.orbit,org.apache.jasper.glassfish,null,
[inherited]:jetty-jsp:jar:[inherited],org.eclipse.jetty.orbit,javax.servlet.jsp.jstl,null,
[inherited]:jetty-jsp:jar:[inherited],org.eclipse.jetty.orbit,org.apache.taglibs.standard.glassfish,null,
[inherited]:jetty-jsp:jar:[inherited],org.eclipse.jetty.orbit,javax.el,null,
[inherited]:jetty-jsp:jar:[inherited],org.eclipse.jetty.orbit,com.sun.el,null,
[inherited]:jetty-jsp:jar:[inherited],org.eclipse.jetty.orbit,org.eclipse.jdt.core,null,
org.slf4j:integration:jar:[inherited],org.slf4j,slf4j-api,null,
org.slf4j:integration:jar:[inherited],junit,junit,null,
org.slf4j:integration:jar:[inherited],ant,ant-junit,null,
org.slf4j:integration:jar:[inherited],org.apache.felix,org.apache.felix.main,null,
com.fasterxml.jackson.dataformat:jackson-dataformat-xml:jar:2.15.2,com.fasterxml.jackson.core,jackson-core,null,
com.fasterxml.jackson.dataformat:jackson-dataformat-xml:jar:2.15.2,com.fasterxml.jackson.core,jackson-annotations,null,
com.fasterxml.jackson.dataformat:jackson-dataformat-xml:jar:2.15.2,com.fasterxml.jackson.core,jackson-databind,null,
com.fasterxml.jackson.dataformat:jackson-dataformat-xml:jar:2.15.2,org.codehaus.woodstox,stax2-api,null,
com.fasterxml.jackson.dataformat:jackson-dataformat-xml:jar:2.15.2,com.fasterxml.woodstox,woodstox-core,null,
com.fasterxml.jackson.dataformat:jackson-dataformat-xml:jar:2.15.2,com.fasterxml.jackson.module,jackson-module-jakarta-xmlbind-annotations,test,
com.fasterxml.jackson.dataformat:jackson-dataformat-xml:jar:2.15.2,jakarta.xml.bind,jakarta.xml.bind-api,test,
com.fasterxml.jackson.dataformat:jackson-dataformat-xml:jar:2.15.2,com.sun.xml.stream,sjsxp,test,
org.apache-extras.beanshell:bsh:jar:2.0b6,junit,junit,test,
[inherited]:jakarta.xml.bind-api:jar:[inherited],com.sun.activation,jakarta.activation,null,
[inherited]:jakarta.ws.rs-api:bundle:[inherited],jakarta.xml.bind,jakarta.xml.bind-api,provided,
[inherited]:jakarta.ws.rs-api:bundle:[inherited],jakarta.activation,jakarta.activation-api,provided,
[inherited]:jakarta.ws.rs-api:bundle:[inherited],org.glassfish.jaxb,jaxb-runtime,test,
[inherited]:jakarta.ws.rs-api:bundle:[inherited],org.junit.jupiter,junit-jupiter-api,test,
[inherited]:jakarta.ws.rs-api:bundle:[inherited],org.hamcrest,hamcrest,test,
[inherited]:jakarta.ws.rs-api:bundle:[inherited],org.mockito,mockito-core,test,
com.fasterxml.jackson.core:jackson-databind:bundle:2.14.1,com.fasterxml.jackson.core,jackson-annotations,null,
com.fasterxml.jackson.core:jackson-databind:bundle:2.14.1,com.fasterxml.jackson.core,jackson-core,null,
com.fasterxml.jackson.core:jackson-databind:bundle:2.14.1,org.powermock,powermock-core,test,
